system_word,player_word,outcome
Water,Satellite,0
Fire,Acid,0
Kevlar Vest,Water,0
Signal Jammer,H-bomb,0
Antimatter Cannon,Solar Deflection Array,0
Tsunami,Dynamite,1
H-bomb,AI Kill Switch,1
Drill,Sunshine,1
Bulldozer,Fire Extinguisher,1
Bear Trap,Sunshine,1
Acid,Vacation,0
Resilience,Nanobot Swarm,1
Seismic Dampener,Oil,1
Sandpaper,Hydraulic Jack,0
Planetary Evacuation Fleet,Lightning,0
Tsunami,War,0
Hurricane,Dynamite,0
Oil,Encryption,1
Hurricane,Molotov Cocktail,1
Lava,Boulder,1
Fire,Planetary Defense Shield,1
Nanobot Swarm,Orbital Laser,0
Hurricane,Sandpaper,1
Signal Jammer,Lava,0
Reinforced Steel Door,Confidence,0
AI Kill Switch,Nanobot Swarm,0
Oil,Boulder,0
Kevlar Vest,Absorption,0
Fire Extinguisher,Lava,1
Encryption,Tsunami,0
Bulldozer,Boulder,0
H-bomb,Proof,1
Super Glue,Drill,1
Dam,Cataclysm Containment Field,0
Singularity Stabilizer,Jackhammer,0
Drought,Proof,1
Seismic Dampener,Terraforming Device,0
Satellite,Anti-Virus Nanocloud,1
Fire,Cataclysm Containment Field,0
Nanobot Swarm,Therapy,0
Antimatter Cannon,Love,0
Terraforming Device,Fire,0
Flood,H-bomb,0
Avalanche,H-bomb,1
Lightning,Flood,1
Propaganda,Singularity Stabilizer,0
Drill,Terraforming Device,0
Mutation,Solar Deflection Array,0
Time,Time,0
Explosion,Fire Blanket,0
Drought,Diamond Cage,0
Planetary Defense Shield,Vacuum,0
Flood,Singularity Stabilizer,0
Time,Bear Trap,1
Molotov Cocktail,Laser,0
Sandpaper,Fire Extinguisher,0
Tsunami,Reality Resynchronizer,0
Propaganda,Mutation,1
Bulldozer,Dam,0
Reality Resynchronizer,Tsunami,0
Confidence,H-bomb,0
Fire,Orbital Laser,1
Lightning,Water,1
Planetary Evacuation Fleet,Solar Deflection Array,0
Sunshine,Innovation,0
Singularity Stabilizer,AI Kill Switch,0
Jackhammer,Absorption,0
Lightning,Love,0
Drought,Signal Jammer,0
Super Glue,Confidence,0
Solar Deflection Array,Drought,0
Hurricane,Sonic Boom,1
Nanobot Swarm,Oil,0
H-bomb,Fire Extinguisher,1
Solar Deflection Array,Earthquake,0
Tsunami,Tsunami,0
Vacation,Explosion,0
Therapy,Super Glue,1
Glacier,Propaganda,1
Lightning,Orbital Laser,1
Innovation,Reinforced Steel Door,0
Reforestation,Steam,0
Innovation,Dynamite,0
Drought,Reinforced Steel Door,0
Boulder,Nanobot Swarm,1
Dam,Oil,0
Anti-Virus Nanocloud,Fire,0
Avalanche,Sunshine,0
Propaganda,Avalanche,0
Diamond Cage,Life Raft,0
Singularity Stabilizer,Viral Meme,0
Drought,Time,1
Jackhammer,Fire Extinguisher,0
Nanobot Swarm,Satellite,0
Proof,Evacuation,1
Life Raft,Time,0
Cataclysm Containment Field,Life Raft,0
Singularity Stabilizer,Kevlar Vest,0
Antimatter Cannon,Fire Extinguisher,1
Vacuum,Water,0
Rainstorm,Bear Trap,1
Sunshine,Absorption,0
Drill,Bulldozer,1
Rainstorm,Signal Jammer,0
Terraforming Device,Grizzly,1
Neutralizing Agent,Evacuation,0
Acid,Hydraulic Jack,0
Jackhammer,Seismic Dampener,1
Fire,Dynamite,0
Acid,Oil,1
Grizzly,Singularity Stabilizer,0
Super Glue,Disease,0
Earthquake,Terraforming Device,1
Explosion,Sunshine,1
Jackhammer,Fire Blanket,0
Propaganda,Propaganda,0
Earthquake,Boulder,1
Freeze,Reforestation,1
Grizzly,Lava,0
Anti-Virus Nanocloud,Therapy,1
Steam,Grizzly,1
Boulder,Jackhammer,0
Drill,Avalanche,0
AI Kill Switch,Boulder,0
Anti-Virus Nanocloud,Vacuum,1
Dynamite,H-bomb,0
Time,Hydraulic Jack,1
Confidence,Persistence,0
Robot,Absorption,1
Water,Gust,0
Nanobot Swarm,Antimatter Cannon,0
Grizzly,Vacation,1
AI Kill Switch,Laser,0
Sonic Boom,Avalanche,0
Seismic Dampener,Sandpaper,0
Hydraulic Jack,Hurricane,0
Evacuation,Innovation,0
Antimatter Cannon,Robot,1
Laser,Molotov Cocktail,0
Water,Hydraulic Jack,0
Solar Deflection Array,Planetary Evacuation Fleet,1
Reforestation,H-bomb,0
Reality Resynchronizer,Proof,0
Steam,Oil,1
Boulder,Time,0
Drought,Terraforming Device,0
Lightning,Grizzly,1
Vacation,Tsunami,0
Resilience,Laser,0
Drill,Therapy,0
Fire Blanket,AI Kill Switch,0
Life Raft,Reforestation,0
Lava,Drill,0
Lava,Cataclysm Containment Field,1
Hydraulic Jack,Disease,0
Planetary Defense Shield,Boulder,1
Sunshine,Absorption,1
Steam,Resilience,1
AI Kill Switch,Confidence,0
Water,Hydraulic Jack,1
Dynamite,Viral Meme,0
Anti-Virus Nanocloud,Lightning,0
Bulldozer,Acid,0
Hurricane,Grizzly,0
Grizzly,Explosion,1
Cataclysm Containment Field,Jackhammer,1
Kevlar Vest,Reforestation,0
Dam,Kevlar Vest,1
Time,Viral Meme,1
Vacation,Drought,0
Boulder,Solar Deflection Array,0
Encryption,H-bomb,0
Singularity Stabilizer,Boulder,0
Innovation,Encryption,0
Dam,Terraforming Device,0
Nanobot Swarm,Fire Blanket,1
Laser,Gust,1
Love,Boulder,1
Hurricane,Drill,1
Lightning,Lightning,0
Hydraulic Jack,Boulder,1
Earthquake,Absorption,1
Drill,Therapy,0
Flood,Satellite,1
Explosion,Confidence,0
Laser,Confidence,1
Encryption,Earthquake,1
Lava,Grizzly,0
AI Kill Switch,Orbital Laser,0
Singularity Stabilizer,Propaganda,0
Proof,Resilience,1
Gust,War,0
Viral Meme,Reinforced Steel Door,0
Sunshine,Gust,1
Bear Trap,Diamond Cage,0
Therapy,Innovation,0
Sandpaper,Tsunami,0
Anti-Virus Nanocloud,Proof,0
Neutralizing Agent,Dam,0
Reforestation,Evacuation,0
Grizzly,Love,0
Water,Robot,1
Love,Acid,0
Jackhammer,Fire Blanket,0
Flood,Lava,0
Sandpaper,Earthquake,0
Lava,Bear Trap,0
Resilience,Flood,0
Vacation,Bear Trap,0
Fire Blanket,Grizzly,0
Therapy,Freeze,0
Life Raft,Vacation,1
Terraforming Device,Resilience,0
Encryption,Proof,0
Robot,Time,1
Reality Resynchronizer,Seismic Dampener,1
Dam,Flood,1
Therapy,Glacier,1
Boulder,H-bomb,1
Disease,Kevlar Vest,1
Planetary Evacuation Fleet,Love,0
Jackhammer,Acid,0
War,Therapy,0
Terraforming Device,Propaganda,0
Satellite,Confidence,0
Robot,Planetary Evacuation Fleet,1
Reforestation,Bulldozer,0
Bear Trap,Earthquake,0
Life Raft,Fire Extinguisher,0
Rainstorm,Steam,1
Freeze,Love,1
Rainstorm,Kevlar Vest,1
Disease,Diamond Cage,1
Freeze,Innovation,0
Dragon,Antimatter Cannon,0
Diamond Cage,Sandpaper,0
Cataclysm Containment Field,Planetary Defense Shield,1
Lava,Water,1
Sonic Boom,Hurricane,1
Drought,Sunshine,0
Evacuation,Steam,1
Molotov Cocktail,Reinforced Steel Door,0
Viral Meme,Sonic Boom,0
Propaganda,Viral Meme,1
Life Raft,Vacation,0
Innovation,Laser,0
Gust,Dragon,0
Fire,Sunshine,0
Solar Deflection Array,Viral Meme,1
Lava,Reforestation,0
Drought,Sandpaper,0
Rainstorm,Tsunami,1
Viral Meme,Kevlar Vest,0
Lightning,Satellite,0
H-bomb,Vacuum,0
Planetary Defense Shield,H-bomb,0
Dynamite,Reforestation,0
Satellite,Flood,1
Confidence,Jackhammer,0
Absorption,Dam,0
Persistence,Fire Blanket,1
Life Raft,Nanobot Swarm,1
Time,Flood,0
Lava,Fire Extinguisher,0
Diamond Cage,Encryption,1
Drill,Antimatter Cannon,0
Sandpaper,Rainstorm,1
AI Kill Switch,Jackhammer,0
Singularity Stabilizer,Anti-Virus Nanocloud,1
Drought,Nanobot Swarm,0
Persistence,Innovation,0
Antimatter Cannon,Lightning,0
Planetary Evacuation Fleet,Acid,1
War,Bear Trap,1
Persistence,Acid,0
Propaganda,Drought,0
Love,Dam,0
Terraforming Device,Super Glue,0
Acid,Terraforming Device,0
Kevlar Vest,Nanobot Swarm,0
Bulldozer,Orbital Laser,1
Acid,Sonic Boom,0
Planetary Evacuation Fleet,Dynamite,0
Vacation,Neutralizing Agent,1
Proof,Avalanche,0
Oil,Laser,1
Reality Resynchronizer,Freeze,1
Avalanche,Planetary Evacuation Fleet,1
Freeze,Super Glue,0
Rainstorm,Super Glue,0
Boulder,Sonic Boom,0
Bulldozer,Cataclysm Containment Field,0
Confidence,Dynamite,0
Time,Encryption,1
Propaganda,Antimatter Cannon,0
Therapy,Sonic Boom,1
Tsunami,Neutralizing Agent,0
Rainstorm,Explosion,0
Drill,Diamond Cage,0
Bulldozer,Explosion,0
Dynamite,Planetary Defense Shield,0
Reality Resynchronizer,Bear Trap,0
Vacation,Rainstorm,0
Terraforming Device,Kevlar Vest,1
Viral Meme,Laser,1
Sonic Boom,Terraforming Device,1
Bulldozer,Seismic Dampener,0
Laser,Planetary Evacuation Fleet,0
Vacuum,Sunshine,0
Drill,Grizzly,0
Dragon,Confidence,0
Signal Jammer,Earthquake,0
Therapy,Acid,0
Tsunami,Terraforming Device,0
Lava,Bear Trap,0
Anti-Virus Nanocloud,Glacier,0
Sandpaper,Hydraulic Jack,1
Flood,Oil,0
Explosion,Persistence,1
Neutralizing Agent,Mutation,1
Fire Blanket,Seismic Dampener,0
Diamond Cage,Innovation,1
Rainstorm,Dynamite,0
Solar Deflection Array,Grizzly,0
Sonic Boom,Life Raft,1
Therapy,Satellite,0
Persistence,Reforestation,1
Vacation,Flood,0
Freeze,Kevlar Vest,0
Neutralizing Agent,Oil,1
Diamond Cage,Boulder,0
Time,Lightning,0
Rainstorm,Persistence,1
Propaganda,Bulldozer,1
Rainstorm,Drought,1
Acid,Evacuation,1
Time,Propaganda,0
Fire Extinguisher,Reality Resynchronizer,1
Flood,Lava,1
Super Glue,Satellite,0
Tsunami,Hurricane,1
Time,Signal Jammer,1
Fire Blanket,Water,0
Super Glue,Viral Meme,0
Signal Jammer,Laser,0
Hurricane,Kevlar Vest,1
Explosion,Antimatter Cannon,0
Gust,Rainstorm,0
Time,Anti-Virus Nanocloud,0
Fire Extinguisher,Life Raft,0
Confidence,Hurricane,1
Antimatter Cannon,Acid,0
Fire Extinguisher,Cataclysm Containment Field,1
Explosion,Propaganda,1
Robot,Avalanche,0
Planetary Defense Shield,Fire,0
Jackhammer,Lightning,0
Lightning,Reinforced Steel Door,0
Satellite,Confidence,0
Vacation,Planetary Defense Shield,0
Anti-Virus Nanocloud,Explosion,1
Antimatter Cannon,Tsunami,0
Planetary Defense Shield,Solar Deflection Array,0
AI Kill Switch,Sandpaper,0
Evacuation,Avalanche,0
Flood,Disease,0
Dam,Fire,1
Cataclysm Containment Field,Reinforced Steel Door,1
Fire,Innovation,0
Water,Super Glue,0
Laser,Planetary Evacuation Fleet,0
Innovation,Evacuation,0
Reforestation,Disease,0
Love,Solar Deflection Array,1
Bulldozer,Sunshine,0
Diamond Cage,Dynamite,1
Oil,Persistence,1
Jackhammer,Nanobot Swarm,0
Mutation,Terraforming Device,0
Resilience,Anti-Virus Nanocloud,0
Drill,Steam,1
Steam,Terraforming Device,1
Explosion,Vacuum,0
Solar Deflection Array,Explosion,1
Laser,Diamond Cage,0
War,Planetary Defense Shield,0
Hydraulic Jack,Dragon,0
Avalanche,Hurricane,1
Rainstorm,Persistence,1
Diamond Cage,Drought,0
Cataclysm Containment Field,Gust,0
Proof,Grizzly,0
Life Raft,Time,0
Anti-Virus Nanocloud,Reinforced Steel Door,1
Fire,Earthquake,0
Rainstorm,Propaganda,1
Innovation,Jackhammer,1
Glacier,Lava,0
Laser,Flood,0
Hydraulic Jack,Mutation,0
Resilience,Vacation,0
War,Fire,0
Bear Trap,Flood,0
Fire Extinguisher,Antimatter Cannon,1
AI Kill Switch,Absorption,0
Molotov Cocktail,Innovation,0
Drill,Propaganda,0
Bulldozer,Sonic Boom,0
Absorption,Reinforced Steel Door,0
Lava,Encryption,0
Anti-Virus Nanocloud,Dragon,0
Reality Resynchronizer,Dam,0
Encryption,Bulldozer,1
Nanobot Swarm,Evacuation,1
Glacier,Neutralizing Agent,0
Absorption,War,0
Lava,Sandpaper,1
Proof,Anti-Virus Nanocloud,1
Explosion,Absorption,0
Propaganda,Nanobot Swarm,0
Proof,Fire,0
Bear Trap,Innovation,0
Signal Jammer,Fire,0
Solar Deflection Array,Oil,0
Disease,Boulder,0
Confidence,Drill,0
Evacuation,Robot,0
Lightning,Glacier,0
Dam,War,0
Fire Blanket,Antimatter Cannon,1
Disease,Freeze,0
Satellite,Avalanche,0
Gust,Cataclysm Containment Field,0
Robot,Signal Jammer,0
Propaganda,Boulder,0
Super Glue,Dragon,0
Singularity Stabilizer,Planetary Evacuation Fleet,0
Sandpaper,Flood,0
Dynamite,Absorption,1
Gust,Persistence,1
Solar Deflection Array,Diamond Cage,0
Lava,Bear Trap,0
Lightning,Nanobot Swarm,1
Persistence,Persistence,0
Grizzly,Disease,0
Evacuation,Reinforced Steel Door,0
Reforestation,Propaganda,1
Avalanche,Super Glue,0
Love,Absorption,1
Time,Molotov Cocktail,0
Therapy,Fire Blanket,1
Oil,Absorption,0
Gust,Flood,0
Sonic Boom,Reforestation,0
Neutralizing Agent,Diamond Cage,0
Viral Meme,Molotov Cocktail,0
Water,Terraforming Device,1
Solar Deflection Array,Reforestation,1
Fire,Lava,0
Hydraulic Jack,Bear Trap,1
Singularity Stabilizer,Steam,0
Hurricane,Reality Resynchronizer,1
Molotov Cocktail,Persistence,1
Absorption,Confidence,0
Viral Meme,Vacation,1
Laser,Water,1
Molotov Cocktail,Propaganda,1
Steam,H-bomb,1
Innovation,Hurricane,0
Proof,H-bomb,0
Viral Meme,Robot,1
Resilience,Neutralizing Agent,1
Propaganda,Robot,0
Satellite,Singularity Stabilizer,0
Dragon,Drought,1
Oil,AI Kill Switch,0
Acid,Bulldozer,0
Avalanche,Reforestation,0
Jackhammer,Sonic Boom,0
Bulldozer,Fire Blanket,0
Flood,Earthquake,0
Acid,Planetary Evacuation Fleet,0
Innovation,Neutralizing Agent,0
Time,Vacuum,1
Fire,Tsunami,1
Avalanche,Satellite,1
Proof,Confidence,0
Gust,Lava,0
Planetary Defense Shield,Oil,0
Dam,Fire Blanket,0
Flood,Tsunami,1
Life Raft,Proof,0
Laser,Dragon,0
Proof,Drought,0
Planetary Defense Shield,Vacuum,0
Vacation,Sunshine,0
Evacuation,Sunshine,1
Fire Extinguisher,Resilience,0
Boulder,Nanobot Swarm,1
Dynamite,Terraforming Device,1
Reality Resynchronizer,Therapy,0
Flood,Absorption,0
Water,Antimatter Cannon,0
Rainstorm,Absorption,1
Reality Resynchronizer,Flood,0
Satellite,Planetary Defense Shield,0
Earthquake,Cataclysm Containment Field,1
Fire Extinguisher,Love,0
Time,Glacier,1
Antimatter Cannon,Gust,0
Confidence,Sandpaper,0
Anti-Virus Nanocloud,Signal Jammer,0
Reforestation,Proof,1
Rainstorm,Absorption,1
Satellite,Vacuum,0
Lightning,Boulder,0
Rainstorm,Molotov Cocktail,0
Hydraulic Jack,Lightning,0
War,Flood,0
Water,Dynamite,1
Sandpaper,Dragon,0
Drill,Resilience,1
Boulder,Grizzly,1
Acid,Jackhammer,1
Hurricane,Dragon,0
Hurricane,Boulder,1
Antimatter Cannon,Jackhammer,0
Reinforced Steel Door,Molotov Cocktail,0
Viral Meme,Diamond Cage,1
Encryption,Reality Resynchronizer,0
Drill,Neutralizing Agent,1
Reality Resynchronizer,Vacuum,0
Hurricane,Dam,1
Fire Blanket,Disease,0
Nanobot Swarm,Persistence,1
Acid,Rainstorm,0
Dam,Sandpaper,1
Glacier,Fire,0
Orbital Laser,Earthquake,1
Vacuum,Lava,0
War,Singularity Stabilizer,0
Explosion,Absorption,1
Freeze,Life Raft,1
Earthquake,Bear Trap,0
Anti-Virus Nanocloud,Acid,0
Lava,Tsunami,1
Disease,Super Glue,0
Persistence,Planetary Defense Shield,1
Jackhammer,Hurricane,1
Sunshine,Fire,0
Reforestation,Reforestation,0
Tsunami,Explosion,0
Neutralizing Agent,Diamond Cage,0
Earthquake,Sunshine,1
Evacuation,Dam,0
Neutralizing Agent,Oil,0
Planetary Evacuation Fleet,Hurricane,0
Mutation,Seismic Dampener,0
Life Raft,Confidence,0
Signal Jammer,Sonic Boom,1
Sonic Boom,Satellite,0
Nanobot Swarm,Seismic Dampener,0
Lava,Planetary Defense Shield,0
Bulldozer,Gust,0
Fire Extinguisher,Sandpaper,1
Neutralizing Agent,Evacuation,1
Orbital Laser,Reality Resynchronizer,0
Dam,Singularity Stabilizer,0
Earthquake,H-bomb,1
Sunshine,Propaganda,0
Explosion,Time,0
Encryption,Glacier,1
Innovation,Reforestation,1
Rainstorm,Proof,1
Fire Blanket,Explosion,1
Orbital Laser,Solar Deflection Array,0
Persistence,Signal Jammer,0
Dynamite,Drill,0
Time,Sunshine,1
Hydraulic Jack,Propaganda,0
Mutation,Gust,1
Disease,Drought,0
H-bomb,Planetary Defense Shield,0
Solar Deflection Array,Bulldozer,0
Vacation,Oil,1
Fire,Disease,0
Cataclysm Containment Field,Drill,1
Dynamite,H-bomb,0
Acid,Antimatter Cannon,0
Glacier,Life Raft,0
Bulldozer,Oil,0
Explosion,Singularity Stabilizer,0
Kevlar Vest,AI Kill Switch,0
Acid,Therapy,0
Fire Extinguisher,Reinforced Steel Door,1
Robot,Seismic Dampener,0
Earthquake,Drill,0
Drill,Boulder,0
Cataclysm Containment Field,Resilience,0
Boulder,Cataclysm Containment Field,0
Drill,Boulder,0
Rainstorm,Lava,0
Laser,Avalanche,1
Gust,Vacation,1
Dam,Gust,1
Persistence,Cataclysm Containment Field,0
Bear Trap,Fire Extinguisher,0
Fire,Evacuation,0
Satellite,Signal Jammer,1
Oil,Dam,0
Freeze,Evacuation,0
Satellite,Fire,0
Nanobot Swarm,Fire Blanket,0
Satellite,Absorption,0
Vacation,Singularity Stabilizer,0
Bulldozer,AI Kill Switch,1
Planetary Evacuation Fleet,Planetary Defense Shield,0
Grizzly,Reality Resynchronizer,1
Seismic Dampener,Hydraulic Jack,0
Explosion,Earthquake,1
War,Drought,0
Diamond Cage,Dam,1
Hurricane,Viral Meme,0
Satellite,Absorption,0
Reality Resynchronizer,Reality Resynchronizer,0
Boulder,Boulder,0
Lava,Rainstorm,1
Planetary Evacuation Fleet,Hurricane,0
Innovation,Innovation,0
Gust,Signal Jammer,1
Absorption,Water,0
Reinforced Steel Door,Lava,0
Signal Jammer,Neutralizing Agent,1
Time,Glacier,0
Fire Extinguisher,Robot,0
Lava,Gust,0
Explosion,Proof,1
Planetary Defense Shield,Confidence,0
Terraforming Device,Bulldozer,0
Absorption,Sonic Boom,0
Therapy,Tsunami,0
Neutralizing Agent,War,0
Dam,Dynamite,0
Dam,Gust,0
Sandpaper,Tsunami,0
Hydraulic Jack,Tsunami,1
Encryption,Planetary Evacuation Fleet,0
Hydraulic Jack,Lightning,0
Singularity Stabilizer,Reinforced Steel Door,1
Boulder,Absorption,0
Hurricane,Absorption,1
Planetary Evacuation Fleet,Freeze,0
Hydraulic Jack,Signal Jammer,0
Love,Fire Blanket,0
Therapy,Cataclysm Containment Field,1
Drill,Drought,0
Persistence,Resilience,0
Orbital Laser,Signal Jammer,0
Drill,Diamond Cage,0
Earthquake,Oil,0
Freeze,H-bomb,0
Gust,Gust,0
Explosion,Avalanche,0
Glacier,Kevlar Vest,0
Reforestation,Hurricane,0
Steam,Super Glue,0
Hydraulic Jack,Disease,1
Terraforming Device,Drought,0
Lava,Terraforming Device,0
Resilience,Vacation,0
Vacation,Love,0
War,Vacuum,0
AI Kill Switch,Tsunami,0
Reforestation,Vacation,1
Fire,Propaganda,1
Reforestation,Grizzly,0
Lava,Sonic Boom,0
Singularity Stabilizer,Dam,1
Anti-Virus Nanocloud,Sunshine,0
Laser,Nanobot Swarm,0
Tsunami,Water,0
Seismic Dampener,AI Kill Switch,0
Evacuation,Sunshine,0
Cataclysm Containment Field,Drought,0
Boulder,Reinforced Steel Door,1
Freeze,Super Glue,1
Water,Innovation,1
Terraforming Device,Absorption,1
Nanobot Swarm,Dynamite,0
Jackhammer,Dam,0
Solar Deflection Array,Evacuation,0
Bulldozer,Molotov Cocktail,1
Anti-Virus Nanocloud,Resilience,0
Avalanche,H-bomb,1
Freeze,Absorption,0
Dynamite,Reforestation,0
Water,H-bomb,0
Fire,Mutation,1
Life Raft,Proof,1
Diamond Cage,Life Raft,0
Fire,Reality Resynchronizer,0
Freeze,Water,0
Confidence,Proof,0
Drill,Hurricane,0
Orbital Laser,Mutation,0
Laser,Planetary Defense Shield,0
Persistence,Steam,0
Sunshine,Orbital Laser,1
Freeze,Reforestation,0
Fire Blanket,Laser,1
Resilience,Propaganda,1
Explosion,Oil,0
Encryption,Freeze,0
Signal Jammer,Life Raft,0
Dynamite,Jackhammer,0
Acid,Bear Trap,1
Lava,Super Glue,0
Antimatter Cannon,Gust,1
Seismic Dampener,Seismic Dampener,0
Reinforced Steel Door,Bear Trap,0
Singularity Stabilizer,Anti-Virus Nanocloud,0
Dam,Freeze,0
Propaganda,Signal Jammer,1
Explosion,Hurricane,0
Reinforced Steel Door,Time,0
Drought,Kevlar Vest,0
Cataclysm Containment Field,Kevlar Vest,1
Drought,Hydraulic Jack,0
Boulder,Terraforming Device,0
Laser,Resilience,0
Singularity Stabilizer,Freeze,0
Laser,Persistence,1
Absorption,Explosion,0
Dragon,Cataclysm Containment Field,0
H-bomb,Vacation,1
Dynamite,Jackhammer,0
War,Boulder,1
Fire,Orbital Laser,0
Laser,Vacuum,1
Gust,Vacation,1
Water,Dragon,0
Reforestation,Resilience,0
Time,Absorption,0
Avalanche,Innovation,1
Anti-Virus Nanocloud,Dragon,0
Fire,Proof,0
Orbital Laser,Antimatter Cannon,0
Propaganda,Flood,0
Boulder,Grizzly,0
Dam,Fire Blanket,0
Therapy,Acid,0
Reality Resynchronizer,H-bomb,0
Therapy,Anti-Virus Nanocloud,1
Love,Cataclysm Containment Field,1
Singularity Stabilizer,Life Raft,1
Solar Deflection Array,Boulder,0
Singularity Stabilizer,Explosion,0
Evacuation,Rainstorm,0
Planetary Defense Shield,Avalanche,0
Time,Cataclysm Containment Field,0
Vacuum,Explosion,0
Seismic Dampener,Resilience,0
Drill,Oil,0
Boulder,Proof,0
Reforestation,Planetary Evacuation Fleet,1
Laser,Fire,0
Robot,War,1
Bear Trap,Mutation,1
Love,Resilience,1
Grizzly,Lava,1
Dam,Sunshine,0
Laser,Innovation,0
Signal Jammer,Innovation,1
War,Diamond Cage,0
Time,War,0
Super Glue,Drought,0
Confidence,Robot,0
Resilience,Tsunami,1
Reality Resynchronizer,Time,1
Terraforming Device,Sunshine,0
Water,Grizzly,0
Sandpaper,Earthquake,1
Drought,Therapy,0
Confidence,Laser,0
Super Glue,Hurricane,0
Freeze,Persistence,0
Reforestation,Rainstorm,0
Explosion,Super Glue,0
Water,Tsunami,1
Orbital Laser,Explosion,0
Fire Extinguisher,Vacation,0
Water,Laser,0
Time,Flood,1
Love,Neutralizing Agent,1
Planetary Defense Shield,Lava,0
War,Resilience,1
Signal Jammer,Avalanche,0
Planetary Evacuation Fleet,Anti-Virus Nanocloud,0
Laser,Reforestation,0
Lightning,Therapy,0
Fire Extinguisher,Jackhammer,0
H-bomb,Kevlar Vest,1
Super Glue,Satellite,0
Acid,Sonic Boom,0
Dragon,Hurricane,1
Sandpaper,Encryption,0
Bulldozer,Bulldozer,0
Fire Extinguisher,Vacation,0
Viral Meme,Oil,1
Reality Resynchronizer,Hurricane,0
Persistence,Sunshine,0
Super Glue,Super Glue,0
Innovation,Singularity Stabilizer,1
Singularity Stabilizer,Drill,0
Satellite,Sunshine,1
Solar Deflection Array,Drought,1
Reality Resynchronizer,Jackhammer,1
Super Glue,Nanobot Swarm,0
Fire Blanket,Glacier,0
Sunshine,Reinforced Steel Door,0
Singularity Stabilizer,Avalanche,1
Gust,Life Raft,1
Grizzly,Flood,0
Planetary Defense Shield,Gust,1
Lightning,Solar Deflection Array,1
Encryption,Dragon,0
War,Mutation,0
Rainstorm,Bulldozer,0
Vacation,Bear Trap,0
Gust,Signal Jammer,0
Neutralizing Agent,Boulder,1
Tsunami,AI Kill Switch,1
Disease,Bear Trap,0
Evacuation,Oil,1
Dynamite,Gust,0
Sunshine,Dynamite,0
Laser,Glacier,0
Earthquake,Rainstorm,0
Nanobot Swarm,Sunshine,0
Absorption,Jackhammer,0
Acid,Reality Resynchronizer,1
Propaganda,Sonic Boom,0
Singularity Stabilizer,Hurricane,0
Antimatter Cannon,Oil,0
Freeze,Fire Blanket,1
Water,Steam,1
Innovation,Terraforming Device,0
Innovation,Seismic Dampener,0
Neutralizing Agent,Kevlar Vest,0
Satellite,Orbital Laser,0
Diamond Cage,Jackhammer,1
Planetary Evacuation Fleet,Time,1
Antimatter Cannon,Innovation,1
Fire Blanket,Laser,0
Time,Molotov Cocktail,0
Mutation,Proof,1
Earthquake,Innovation,0
Sandpaper,Acid,1
Mutation,Resilience,0
Solar Deflection Array,Freeze,0
Vacation,Resilience,1
Satellite,Evacuation,0
Persistence,Resilience,0
Propaganda,Drought,0
Dam,Fire Blanket,1
Encryption,Resilience,0
Hurricane,Planetary Evacuation Fleet,1
Orbital Laser,Avalanche,1
Dragon,Boulder,0
Planetary Defense Shield,Planetary Defense Shield,0
Diamond Cage,Glacier,0
Dynamite,Satellite,0
Evacuation,Antimatter Cannon,0
Planetary Evacuation Fleet,Drill,1
Dragon,Reforestation,1
Evacuation,Oil,1
Seismic Dampener,Freeze,1
Bear Trap,Satellite,1
Earthquake,Viral Meme,1
Fire Extinguisher,Disease,1
Innovation,Hurricane,0
AI Kill Switch,Lava,1
Hydraulic Jack,Bear Trap,0
Vacuum,Steam,1
Cataclysm Containment Field,Orbital Laser,0
Fire,Reinforced Steel Door,1
Diamond Cage,H-bomb,0
Satellite,Dam,0
Nanobot Swarm,Mutation,0
Flood,Fire Extinguisher,1
Mutation,Reality Resynchronizer,0
Earthquake,Grizzly,1
Proof,Water,0
Sonic Boom,Molotov Cocktail,0
Bear Trap,Bear Trap,0
Life Raft,Antimatter Cannon,0
Orbital Laser,Disease,0
Drought,Love,0
Disease,Propaganda,1
Signal Jammer,Orbital Laser,0
Drill,Diamond Cage,0
Absorption,Bear Trap,1
Rainstorm,Dynamite,0
Dynamite,Freeze,1
Lava,Therapy,0
Earthquake,Cataclysm Containment Field,1
Planetary Defense Shield,Disease,0
Singularity Stabilizer,Bulldozer,1
Bear Trap,Laser,0
Persistence,Laser,1
Absorption,Lightning,1
Seismic Dampener,Satellite,0
Mutation,Nanobot Swarm,0
Persistence,Freeze,0
Therapy,Glacier,0
Hydraulic Jack,Confidence,0
Fire,Drill,0
Hydraulic Jack,Mutation,0
Evacuation,Acid,1
Diamond Cage,Proof,1
Robot,Nanobot Swarm,0
Gust,Sandpaper,1
Sandpaper,Hydraulic Jack,0
Therapy,War,0
Earthquake,Neutralizing Agent,0
Lava,Sunshine,0
Drill,Rainstorm,1
Viral Meme,Glacier,0
H-bomb,Gust,1
Solar Deflection Array,Oil,0
Gust,Explosion,0
Time,Mutation,0
Disease,Avalanche,0
Earthquake,Solar Deflection Array,1
Life Raft,Tsunami,0
Propaganda,War,1
Kevlar Vest,Fire Blanket,0
Diamond Cage,Proof,0
Kevlar Vest,Lightning,0
Disease,Molotov Cocktail,0
Glacier,Signal Jammer,1
War,Robot,0
Super Glue,Hydraulic Jack,1
Vacation,Encryption,1
Hurricane,Propaganda,0
Robot,Nanobot Swarm,1
